NAME,CATEGORY,ADDRESS,CITY,REGION,ZIP CODE,PHONE,EMAIL,WEBSITE,SCORE,RATINGS,FACEBOOK,INSTAGRAM,LINKEDIN,TWITTER,MAIN IMAGE URL,DESCRIPTION,ABOUT,OPENING HOURS
The Printing Complex,"Invitation printing service, Store","3503 Shadeland Ave, Indianapolis, IN 46226",Indianapolis,Indiana,46226,13175458518.0,,https://a.co/d86k6we,4.9,27.0,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid,,,"Monday: 8:30 AM–5 PM, Tuesday: 8:30 AM–5 PM, Wednesday: 8:30 AM–5 PM, Thursday: 8:30 AM–5 PM, Friday: 8:30 AM–5 PM, Saturday: Closed, Sunday: Closed"
PreferPlastic,3D printing service,"7827 E 46th St, Indianapolis, IN 46226",Indianapolis,Indiana,46226,13179033493.0,,https://www.etsy.com/shop/PreferPlastic?ref=seller-platform-mcnav,,,,,,,https://lh3.googleusercontent.com/p/AF1QipOUUH8xDJu2Rqpr433z7VdeitFAGD4x-HRJItEb,,,"Monday: Open 24 hours, Tuesday: Open 24 hours, Wednesday: Open 24 hours, Thursday: Open 24 hours, Friday: Open 24 hours, Saturday: Open 24 hours, Sunday: Open 24 hours"
3dArtByDesign,"3D printing service, Manufacturer, Model design company","6265 NE 9th Ct, Des Moines, IA 50313",Des Moines,Iowa,50313,15154420812.0,3dartbydesign@gmail.com,https://www.3dartbydesign.com/,,,,,,,https://lh3.googleusercontent.com/p/AF1QipPiZysb3LYESrx5nG4w6Y0Q30tucELksiicNHbD,,,
Dimensions 3D Printing And Graphics,3D printing service,"2544 Capitol Ave, Des Moines, IA 50317",Des Moines,Iowa,50317,15153236554.0,info@dgprint.biz,https://www.dgprint.org//,,,"https://www.facebook.com/dimensionalgraphicsqca#, https://www.facebook.com/profile.php",,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid,,,"Monday: 7 AM–7:35 PM, Tuesday: 7 AM–7:35 PM, Wednesday: 7 AM–7:35 PM, Thursday: 7 AM–7:35 PM, Friday: 7 AM–7:35 PM, Saturday: Closed, Sunday: Closed"
Printyd,3D printing service,"314 NE Trilein Dr, Ankeny, IA 50021",Ankeny,Iowa,50021,13198009584.0,,,,,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid,,,
HartSmart Products,"Printing equipment supplier, Business to business service, Electronic parts supplier, Hobby store, Industrial equipment supplier, Plastic products wholesaler, School supply store, 3D printing service","9850 Douglas Ave Suite 200, Urbandale, IA 50322",Urbandale,Iowa,50322,15153053353.0,,https://hartsmartproducts.com/,4.9,80.0,https://www.facebook.com/hartsmartproducts,https://www.instagram.com/hartsmartproducts,https://www.linkedin.com/company/hartsmart-products,,https://lh3.googleusercontent.com/p/AF1QipMi4-gPJDBXOS8cNrgROSd5JY1VP_GUaXGnDhiq,,"{""from_the_business"": [""Small business""], ""service_options"": [""Onsite services""], ""accessibility"": [""Wheelchair accessible entrance"", ""Wheelchair accessible parking lot"", ""Wheelchair accessible restroom""], ""amenities"": [""Gender-neutral restroom""], ""crowd"": [""LGBTQ+ friendly"", ""Transgender safespace""], ""parking"": [""Free parking lot"", ""On-site parking""]}","Monday: 9 AM–6 PM, Tuesday: 9 AM–6 PM, Wednesday: 9 AM–6 PM, Thursday: 9 AM–6 PM, Friday: 9 AM–6 PM, Saturday: 10 AM–2 PM, Sunday: Closed"
Grizzly Print & Marketing,"Commercial printer, Blueprint service, Design agency, Marketing agency, Print shop","2501 SE Tones Dr Suite 100a, Ankeny, IA 50021",Ankeny,Iowa,50021,15152141885.0,info@grizzlyprintco.com,https://www.grizzlyprintco.com/,5.0,17.0,https://www.facebook.com/profile.php,,,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweq3TkPZsmdVMjH04b5DtYIjMRiev0PsHq84c_SDKmtZAnSTnoJq5gRJOsEucq3uewNIdrevF_X8j932ZJLmFgJDOegz2dWht7Sn3ZCZmZYWsiRbgVcibWp02ODvPQh_zxt7u_wCvA,,,"Monday: 8 AM–5 PM, Tuesday: 8 AM–5 PM, Wednesday: 8 AM–5 PM, Thursday: 8 AM–5 PM, Friday: 8 AM–5 PM, Saturday: Closed, Sunday: Closed"
TinkerCrafts3D,3D printing service,"6817 Northglenn Way, Johnston, IA 50131",Johnston,Iowa,50131,15153226427.0,,https://tinkercraft3dstore.etsy.com/,,,,,,,https://lh3.googleusercontent.com/p/AF1QipOIL05Y0VgzCVDUPoYYkq_N3Yuw4LQ4AVbZCiFM,,,"Monday: 9 AM–5 PM, Tuesday: 9 AM–5 PM, Wednesday: 9 AM–5 PM, Thursday: 9 AM–5 PM, Friday: 9 AM–5 PM, Saturday: 9 AM–5 PM, Sunday: Closed"
Rapids Reproductions,"Print shop, Blueprint service, Commercial printer, Direct mail advertising, Graphic designer, Printer repair service, Printing equipment supplier","1980 NW 94th St, Clive, IA 50325",Clive,Iowa,50325,15152513222.0,,https://rapidsrepro.com/clive/,4.8,17.0,,,,,https://lh3.googleusercontent.com/p/AF1QipO_Qf5C8qzCHOikxpr1gDuNw0PXUZm5Z58Qgvcp,,,"Monday: 8 AM–5 PM, Tuesday: 8 AM–5 PM, Wednesday: 8 AM–5 PM, Thursday: 8 AM–5 PM, Friday: 8 AM–5 PM, Saturday: Closed, Sunday: Closed"
Hott off the Press Printing co.,"Commercial printer, Apparel company, Copy shop, Digital printing service, Envelope supplier, Poster store, Shipping and mailing service","1330 Keosauqua Way, Des Moines, IA 50309",Des Moines,Iowa,50309,15152435309.0,david@hottoffthepress.com,https://www.hottoffthepress.com/,5.0,66.0,http://www.facebook.com/hottoffthepress,,https://www.linkedin.com/in/hott-off-the-press-printing-co-8221b9132,http://twitter.com/hottpressdsm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerTFlM8MRjTVEOwkgMacioRAsYCumddbkmIRbBQDbYdcBqCDVlOkdkTi0hDmh4hbBxTFn4WCIZkKf6Q50_cqBLk0LkT8SPbM3pyfhuMbhzrgpTVqxMZXXL8ZxwXrRpQNlewbPYMxg,,,"Monday: 8:30 AM–5 PM, Tuesday: 8:30 AM–5 PM, Wednesday: 8:30 AM–5 PM, Thursday: 8:30 AM–5 PM, Friday: 8:30 AM–5 PM, Saturday: Closed, Sunday: Closed"
Custom 3D Zone,3D printing service,"6950 Stagecoach Dr unit 1204 unit 1204, West Des Moines, IA 50266",West Des Moines,Iowa,50266,15154197904.0,,,,,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid,,,
Vital Signs Display Graphics,"Sign shop, Banner store, Commercial printer, Graphic designer, Print shop, Vehicle wrapping service","5037 NE 14th St, Des Moines, IA 50313",Des Moines,Iowa,50313,15152882146.0,timayates@gmail.com,http://vitalsignsdg.com/,4.7,23.0,,,,,https://lh3.googleusercontent.com/p/AF1QipOlRvx9Ec_Xf1itTB8CYhCu8_hL7Xh_4NONg0Gz,,,"Monday: 8 AM–4:30 PM, Tuesday: 8 AM–4:30 PM, Wednesday: 8 AM–4:30 PM, Thursday: 8 AM–4:30 PM, Friday: 8 AM–4 PM, Saturday: Closed, Sunday: Closed"
Timber Graphic Products,"Wholesaler, Art supply store, Paper distributor, Printer repair service, Printing equipment supplier","520 S, St Francis, Wichita, KS 67202",Wichita,Kansas,67202,13162643232.0,,http://www.timbergraphicproducts.com/,5.0,2.0,,,,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqDlOxHJRxnLep5DmYO1PTytXZWY5ZZQ63MlgcW11LlC2CEdtEMCaZSagVFPNqjSOlAVIiGBeCfjW4bIBRAacRCycetJ2QDx9iF8q3VeD3mo95fscH5IZUcG1FCsbDHqc97IDm6IA,,,"Monday: 8 AM–5 PM, Tuesday: 8 AM–5 PM, Wednesday: 8 AM–5 PM, Thursday: 8 AM–5 PM, Friday: 8 AM–5 PM, Saturday: Closed, Sunday: Closed"
ARC Document Solutions,"Commercial printer, Blueprint service, Digital printer, Office equipment rental service, Office equipment supplier, Promotional products supplier","518 W Douglas Ave, Wichita, KS 67203",Wichita,Kansas,67203,13162649344.0,wichita@e-arc.com,http://www.e-arc.com/location/wichita/,4.8,19.0,https://www.facebook.com/arcdocumentsolutions/,https://www.instagram.com/arcdocumentsol,https://www.linkedin.com/company/arc-document-solutions,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerNV7N4hgx1W8VAYTojNxVmKfus1HkgeEMEU6om3uRwCfE6PMhddqs9_BSQxgOfV_GKqZFnHYCGHd2Jk1UoVQBuO-6ZkWLkxJqqe9OyUyrhRhlDGq6YK0aXx7PoA9TUycdpsAevtg,,,"Monday: 8 AM–5 PM, Tuesday: 8 AM–5 PM, Wednesday: 8 AM–5 PM, Thursday: 8 AM–5 PM, Friday: 8 AM–5 PM, Saturday: Closed, Sunday: Closed"
Future Design 3d,3D printing service,"600 N Westridge Dr, Wichita, KS 67203",Wichita,Kansas,67203,,,,,,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid,,,
LayerOne,3D printing service,"2200 N Market St, Wichita, KS 67219",Wichita,Kansas,67219,13169780128.0,,,5.0,2.0,,,,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepFlgiW9NbCynjWJRBoA9_vr67JfFTqsHOtpscFMq15bYX9eLPGCtt31AUyszdf0plUtJY0_SWT2EUAqw2ddBUaw31zn8QswrTn6NN_lW_eRToiVj_EvmbQ35dN7deAgo5BsDmhkQ,,,
POD Print,"Digital printer, Banner store, Commercial printer, Invitation printing service, Sign shop","2012 E Northern St, Wichita, KS 67216",Wichita,Kansas,67216,13165225599.0,info@podprint.com,http://www.podprint.com/,4.6,16.0,https://www.facebook.com/podprint,,https://www.linkedin.com/company/pod-print,https://twitter.com/podprintict,https://lh3.googleusercontent.com/gps-cs-s/AHVAweo_ahlP13LxSLNLm2IDscfM4MUOQzk8gC21b8C2SFw3CJOuwURhU3PkKwEYAgKDaIoJDcSmVDwQgxMMtvT3Qr7Kz3adzB-xV_XWvQ90GPSJxoLXVefpciOTF_NZiIEYGut9BmgQyQ,,,"Monday: 8 AM–5 PM, Tuesday: 8 AM–5 PM, Wednesday: 8 AM–5 PM, Thursday: 8 AM–5 PM, Friday: 8 AM–5 PM, Saturday: Closed, Sunday: Closed"
WolfPack 3D Printing,3D printing service,"Lot 237, 1915 W MacArthur Rd, Wichita, KS 67217",Wichita,Kansas,67217,14809012758.0,,https://www.wp3dp.com/contact,,,,,,,,,,
Contemporary Communications,"Marketing agency, Graphic designer, Mailing machine supplier, Mailing service, Print shop, Shipping and mailing, Website designer","630 N Pennsylvania Ave, Wichita, KS 67214",Wichita,Kansas,67214,13162650879.0,,,5.0,1.0,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid,,,"Monday: 8 AM–5 PM, Tuesday: 8 AM–5 PM, Wednesday: 8 AM–5 PM, Thursday: 8 AM–5 PM, Friday: 8 AM–5 PM, Saturday: Closed, Sunday: Closed"
Rapid PSI a GoEngineer company,3D printing service,"1367 S Anna St, Wichita, KS 67209",Wichita,Kansas,67209,13162652001.0,info@goengineer.com,https://rapidpsi.com/,5.0,3.0,,,,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqoUwQ_zGbXXMPlx3gwZd34BMrLFmSaUHSM98U12E_kKl74KpmDAl_Kqa7xWTWd0BOHdkhj32FcXr78DVsiV5wrRm6ni3m5uhpogV2D57hUqkKyZj5ek3tW-iBMknjVJ1x97LTS,,,"Monday: 8 AM–4 PM, Tuesday: 8 AM–4 PM, Wednesday: 8 AM–4 PM, Thursday: 8 AM–4 PM, Friday: 8 AM–4 PM, Saturday: Closed, Sunday: Closed"
"Tightwrapz Print Shop, Inc.","Screen printer, Custom t-shirt store, Digital printing service, Graphic designer, Print shop, Promotional products supplier, Screen printing shop, Sticker manufacturer, Wholesaler","753 N Flora St, Wichita, KS 67212",Wichita,Kansas,67212,13163025073.0,info@tightwrapz.com,http://tightwrapz.com/,5.0,215.0,https://www.facebook.com/tightwrapz,https://www.instagram.com/tightwrapz,,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepc2zADNiMli864M5OlWbffY6Q0lj9JKkc6eURqO0SKnyo8NBQ4QphsPab-un5PUQ7jec0ZyySkjMi1LjeiiY1KaAHKVF47zaAjYFRkmp7jBj_NQugjaKR7A68-buWOcNwRdOP88PFqL00,,"{""service_options"": [""Online appointments""], ""accessibility"": [""Wheelchair accessible entrance"", ""Wheelchair accessible parking lot""], ""planning"": [""Appointment required""]}","Monday: 11 AM–6 PM, Tuesday: 11 AM–6 PM, Wednesday: 11 AM–6 PM, Thursday: 11 AM–6 PM, Friday: 11 AM–6 PM, Saturday: Closed, Sunday: Closed"
Ray's 3D Printing LLC,3D printing service,"South Wichita, Wichita, KS 67230",Wichita,Kansas,67230,,,,,,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid,,,
City Blueprint & Supply Co,"Print shop, Banner store, Blueprint service, Copy shop, Printer repair service, Printing equipment supplier, Sign shop, Vinyl sign shop","1904 Poydras St, New Orleans, LA 70112",New Orleans,Louisiana,70112,15045220387.0,,http://www.cityblueprint.com/,5.0,254.0,,,,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweovsD54ScTOCOu_1ljeuy-qZOLp-wphgxiYgajrRtUu8g_ATYoEpmH6JfPNUgd-KTit7m0F4IWHpo-wgwqzNsGQLjMxGJDmrPxowx99icmv58R1xadZEHryeW24E8h4e8DEdoAzplJ7LU1L,,,"Monday: 7 AM–5 PM, Tuesday: 7 AM–5 PM, Wednesday: 7 AM–5 PM, Thursday: 7 AM–5 PM, Friday: 7 AM–4 PM, Saturday: Closed, Sunday: Closed"
Prisma New Orleans,"Sign shop, Embroidery service, Print shop, Promotional products supplier","2538 Poydras St, New Orleans, LA 70119",New Orleans,Louisiana,70119,15047346201.0,,https://www.poweredbyprisma.com/,4.9,299.0,,,,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqZZbOE68bAaYeXch2IF6UrIAhm9mdKXKd82tStH2feGkp6NAr8qWip4x47Y4UriyBpE3DVPjFgWrsCzIiEDfEZnsEbUU8J8NRRnUkStyn8RmFSJA_lcfxJvRgRmL98I7mhzus,Business offering design services such as full-color banners & signs plus screen printing.,Commercial print shop for digital needs Business offering design services such as full-color banners & signs plus screen printing.,"Monday: 8 AM–5 PM, Tuesday: 8 AM–5 PM, Wednesday: 8 AM–5 PM, Thursday: 8 AM–5 PM, Friday: 8 AM–5 PM, Saturday: Closed, Sunday: Closed"
3D Scan New Orleans,3D printing service,"2134 Magazine St #3, New Orleans, LA 70130",New Orleans,Louisiana,70130,17184191965.0,,http://www.3dscannola.com/,4.3,12.0,,https://www.instagram.com/3dscannola,,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwep1FNitLdVKRIJlHC9TxgL_fp_fL-GPA4rStACP6MMQyeMutdzj_VWmwXv2McWScbNctATLL2M-rO2d0YpVAxr4-jkGS33nJlghX0wp1jqs8Fsun96h_hdYv2yAs5d2eWDYMubkDA,,,"Monday: 9 AM–6 PM, Tuesday: 9 AM–6 PM, Wednesday: 9 AM–6 PM, Thursday: 9 AM–6 PM, Friday: 9 AM–6 PM, Saturday: 10 AM–5 PM, Sunday: Closed"
Moldaner's Digital Imaging and Archiving,"Digital printer, Commercial printer, Digital printing service, Video duplication service","3801 Canal St #304, New Orleans, LA 70119",New Orleans,Louisiana,70119,15044865811.0,,http://moldaners.com/,4.9,27.0,,,,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepozdl1o0rt68bvA_8EE6HDlbOOCSysEFE-qbnt2XrcB51J8eWKBCm_eLoEV_Wc2P3uSxCXLviJ9XDtE3SWfKvk4vSW8M-q23e8l1ppuX3wFOCY2-S1m0ytPpf42ZOJ0gAvfd9L,,,"Monday: 11 AM–4 PM, Tuesday: 11 AM–4 PM, Wednesday: Closed, Thursday: 11 AM–4 PM, Friday: Closed, Saturday: Closed, Sunday: Closed"
Office Depot Print & Copy Services,"Copy shop, Banner store, Business to business service, Copying supply store, Custom label printer, Mailing service, Packaging supply store, Print shop, Sign shop","1429 St Charles Ave, New Orleans, LA 70130",New Orleans,Louisiana,70130,15043726182.0,,https://www.officedepot.com/storelocator/la/new-orleans/office-depot-2166/print-services/?utm_source=google&utm_medium=organic&utm_campaign=gmb_2166_website_print,4.3,10.0,,,,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqwB1PNbEmxW7xrgakNbKiZYwuarseFgJSUOtAr0ZyJVw1oFYcHuAvA_1lCacyXj49NzvHSlgWsOY8uXkDKhLMQ95aaxf7I_ijDJoYLkmSCWNJBNWMGrivnWBW8g8qm6FOcu18,,,"Monday: 8 AM–7 PM, Tuesday: 8 AM–7 PM, Wednesday: 8 AM–7 PM, Thursday: 8 AM–7 PM, Friday: 8 AM–7 PM, Saturday: 9 AM–7 PM, Sunday: 11 AM–6 PM"
3 Dimenziones Studios,"Graphic designer, Decal supplier, Digital printing service, Screen printer, Screen printing shop, Sticker manufacturer","91 Holmes Blvd Ste F, Terrytown, LA 70056",Terrytown,Louisiana,70056,15088182188.0,3dimenzionesdr@gmail.com,http://www.3dimenzionesstudios.com/,5.0,41.0,https://www.facebook.com/3dimenziones,,,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweorXy-evM7HqTU9omLzsbk25z7ZLhu1Q7A4CncJL-Eav6ug6PVd80mHAatBNkqY-EZ9EiniJbiFvxLBGfO8W-1Kc8W1vtygwRU2kWnncN9VVXWiaJr7C0KqeXSMNYA_b_SHRBSf,,,"Monday: 9 AM–6:30 PM, Tuesday: 9 AM–6:30 PM, Wednesday: 9 AM–6:30 PM, Thursday: 9 AM–6:30 PM, Friday: 9 AM–6:30 PM, Saturday: 9 AM–4 PM, Sunday: Closed"
We Print 101 - Uptown,"Custom t-shirt store, Banner store, Commercial printer, Copying supply store, Embroidery shop, Print shop, Screen printing shop, Shipping company, Sign shop, Truck rental agency","3035 Jackson Ave, New Orleans, LA 70125",New Orleans,Louisiana,70125,15047157500.0,,http://www.weprintnola.com/,3.6,17.0,,,,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerDrNTXUjzCqSeIUsqHjCng8z5d-HQVUysxyj9fwuB0WX8woiVangRBvCPEdhPn53s7BkNBGcZOtpFIazurZjD6kvhTERpNjNzflazsFVrJcPGmer7oLlJZUJM-CltNJGtDWhdl,,,"Monday: 10 AM–6 PM, Tuesday: 10 AM–6 PM, Wednesday: 10 AM–6 PM, Thursday: 10 AM–6 PM, Friday: 10 AM–6 PM, Saturday: 11 AM–3 PM, Sunday: Closed"
Print King,"Print shop, Digital printing service, Screen printer, Sign shop","2608 Martin Luther King Jr Blvd, New Orleans, LA 70113",New Orleans,Louisiana,70113,15043446855.0,,,4.2,19.0,,,,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqj7uk0Kaf497oLv2GMOfriboi_xQtzwS9TKjSuOIaDWXwgO1a8qvI7be08pzrRbif947sb3T5GGf3i5TxhZLaP68yj6tByLT8S2zcNzsf0irXMB1nprWy4xIwC_lIohEJhnQPo,,,"Monday: 10 AM–6 PM, Tuesday: 10 AM–6 PM, Wednesday: 10 AM–6 PM, Thursday: 10 AM–6 PM, Friday: 10 AM–6 PM, Saturday: 10 AM–4 PM, Sunday: Closed"
TurboSquid by Shutterstock,"E-commerce service, Art gallery, Graphic designer","935 Gravier St #1600, New Orleans, LA 70112",New Orleans,Louisiana,70112,15045250990.0,,https://www.turbosquid.com/,4.5,6.0,,,,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepxepYOUnvHnlaUER7d9UnlERS82HTtVS6ljtoQg0yNs4KQKhHuZRaUKMGxO1nVfKnstmP3lISENalKwe_lwTHI8H1Ux1-DJJQLZbcmzYKhW3KjuNt3JPDrPGmiqrMbBtlBslVr,,,"Monday: Open 24 hours, Tuesday: Open 24 hours, Wednesday: Open 24 hours, Thursday: Open 24 hours, Friday: Open 24 hours, Saturday: Open 24 hours, Sunday: Open 24 hours"
Office Depot Print & Copy Services,"Copy shop, Banner store, Business to business service, Copying supply store, Custom label printer, Mailing service, Packaging supply store, Print shop, Sign shop","309 N Carrollton Ave #2, New Orleans, LA 70119",New Orleans,Louisiana,70119,15043726184.0,,https://www.officedepot.com/storelocator/la/new-orleans/office-depot-3283/print-services/?utm_source=google&utm_medium=organic&utm_campaign=gmb_3283_website_print,1.0,1.0,,,,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepP1exP05b7Webof27REpUCjS4Eby-uoN6GZZWiB9goB_wg_JQyb5Buev3_htLeUUzy4u3bibY_p7xLfu9WJI5ciPo0CzuAZrE2bgQvJq2c9C_hTX0I0BJrWMq_SqeBHRCPaU_4Fg,,,"Monday: 7:30 AM–7:30 PM, Tuesday: 7:30 AM–7:30 PM, Wednesday: 7:30 AM–7:30 PM, Thursday: 7:30 AM–7:30 PM, Friday: 7:30 AM–7:30 PM, Saturday: 9 AM–7 PM, Sunday: 10 AM–6 PM"
3D Maine,"Photography service, Architecture firm","1809 Congress St, Portland, ME 04102",Portland,Maine,4102,12078995767.0,info@3dmaine.com,https://3dmaine.com/,5.0,19.0,https://www.facebook.com/3dmainevirtualtours,,https://www.linkedin.com/company/3dmainetours,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweq6ALJH3KLU203Rb2smJwSJQpVNQfSgn0Vf1p8EOEDjeVsiyiEQArrTPFUy2AJkPD6HgmbWXadK4orYAdkFYmOoaP26OVWMAag4VRHjhyvxHLEP496WA1e57qG2lbjBWi7xNYabbg,,,"Monday: Open 24 hours, Tuesday: Open 24 hours, Wednesday: Open 24 hours, Thursday: Open 24 hours, Friday: Open 24 hours, Saturday: Open 24 hours, Sunday: Open 24 hours"
Southern Maine 3D,"Glass engraving service, Art gallery, Photography studio","Garden & Gifts, 305 Commercial Street SOME3D Inside, 305 Commercial St, Portland, ME 04101",Portland,ME,4101,12072006943.0,mary@some3d.com,http://www.some3d.com/,5.0,2.0,https://www.facebook.com/some3d,https://www.instagram.com/some3d,,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepOmhrbFtZpCtHzwZ2vmDFz9P5sAptJ_runeZni9Pm1ujz5z2AJ5sE8Mfmmzsxs_-bmPu9bRnc0s5AePYxCuqu7FWLsXzLRNYxFVctqt2ZwcGG59W0g8FY5Krc-av7P34Hm91KO,,,"Monday: 12–6 PM, Tuesday: Closed, Wednesday: Closed, Thursday: 12–6 PM, Friday: 12–6 PM, Saturday: 12–6 PM, Sunday: 12–6 PM"
3DSpaceGarden,3D printing service,"506 Main St Suite 26B, Westbrook, ME 04092",Westbrook,Maine,4092,,3dspacegarden@gmail.com,https://www.3dspacegarden.com/,5.0,5.0,"https://www.facebook.com/3dspacegarden, https://www.facebook.com/wix","https://www.instagram.com/3dspacegarden, https://www.instagram.com/wix",,https://www.twitter.com/wix,https://lh3.googleusercontent.com/gps-cs-s/AHVAweozMtV_YWe0f3hOcHsIlH7KrZa0NbfxGX2Qor_2Aek4NgDWQzdQ8YF0tnxf3vaceg-6sRubgqNg-eLCRzTloJAZN1DlVuqRHO1JhHxWax65AqdXT1FGw3BBQmrJveNvX0DWlW4MVeGFMCc,,,
Dale Rand Printing,Commercial printer,"508 Riverside St, Portland, ME 04103",Portland,Maine,4103,12077738198.0,,https://dalerandprinting.com/,5.0,20.0,,,,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweq1IJ94vvmI8FOup-qaZDEzM0l_BrOuFCB9TslJJVgJddM8kUwTcnqExOiwEzE-SBupphLfZs08ELONc1eF1Mc0GJp69ZWPpHi4Mz6HC4-1lSLd7noiAI6zkOvpk3i5uXnEQHLNTw,,,"Monday: 7:30 AM–4 PM, Tuesday: 7:30 AM–4 PM, Wednesday: 7:30 AM–4 PM, Thursday: 7:30 AM–4 PM, Friday: 7:30 AM–1 PM, Saturday: Closed, Sunday: Closed"
Ricoh USA Inc.,"Print shop, Camera store, Fax service, Printer repair service","254 Commercial St #101, Portland, ME 04101",Portland,Maine,4101,12078280659.0,webmaster@ricoh-usa.com,http://www.ricoh-usa.com/,,,https://www.facebook.com/ricohusa,https://www.instagram.com/ricohusa,https://www.linkedin.com/company/3316,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerZhy244Dyteh4AMH03Wxc_INTnmzkse2U9LELtbUectjtn62Zf5637yi_Mghi-Sxq0C-NDre21KW8J6jA43pEo3SJuVHRgG94MYnSSH-S59GjJRWHcxgKoKTIaTsCM9_MgWj8U,,,
Tridimentional Creations,3D printing service,"122 Elm St, South Portland, ME 04106",South Portland,Maine,4106,12076029890.0,,,,,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid,,,"Monday: 9 AM–4 PM, Tuesday: 9 AM–4 PM, Wednesday: 9 AM–4 PM, Thursday: 9 AM–4 PM, Friday: 9 AM–4 PM, Saturday: Closed, Sunday: Closed"
Next Level 3d Designs,"3D printing service, Collectibles store, Toy store","27 Lynwood Dr, North Waterboro, ME 04061",North Waterboro,Maine,4061,12074598002.0,,https://nextlevel3ddesigns.etsy.com/,4.0,3.0,,,,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwertDBHnpy2ChmdlaaOhM2QaVHI_F0s-jtvMUtiqchIXf8bRxeVF0HlAYOyNfNkHxb86xDapyxPscGssIKa56gxgxjCvJ9Edyma1VfNAbblB3_vGdfM-ynpTKVlyXhCCWpYP25uBlA,,,"Monday: 6 AM–8 PM, Tuesday: 6 AM–8 PM, Wednesday: 6 AM–8 PM, Thursday: 6 AM–8 PM, Friday: 6 AM–8 PM, Saturday: 6 AM–8 PM, Sunday: 6 AM–8 PM"
EngiNerdME,3D printing service,"3 Oak Wood Ln, Freeport, ME 04032",Freeport,Maine,4032,,,https://enginerdme.etsy.com/,,,,,,,,,,
Danae Industrial 3D Printing,3D printing service,"1300 Bayard St, Baltimore, MD 21230",Baltimore,Maryland,21230,18333246627.0,allie.stambaugh@earlycharm.com,http://www.danaeinc.com/,4.3,4.0,,,,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepMWH3v1K0Vn7aWWbC7nijMV2PXSEJZmSdmlUkB9ssg0TD0BAHbWW2Z6DCBpnTPimMbiYiwNxOuxrkNh6YfdOE1EMqDYrz76ioEDpNdw5QcQvo9KoFc4Lm91OlEhLaTqSHAZTc2VA,,,"Monday: 9 AM–5 PM, Tuesday: 9 AM–5 PM, Wednesday: 9 AM–5 PM, Thursday: 9 AM–5 PM, Friday: 9 AM–5 PM, Saturday: Closed, Sunday: Closed"
ABC Imaging - Baltimore,"Commercial printer, Blueprint service, Digital printing service, Print shop","38 South St, Baltimore, MD 21202",Baltimore,Maryland,21202,14107794550.0,accountsreceivable@abcimaging.com,http://www.abcimaging.com/,5.0,63.0,http://www.facebook.com/abcimaging,https://www.instagram.com/abcimaginghq/,https://www.linkedin.com/company/abc-imaging,https://twitter.com/abcimaging,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqvwckfNSBAQ5df0KLSucwOJ4sLU-7BEhR5pzkvUDxYkmWoVCmc4RAhRqHRD5n5jh66LvT_owcdVNGSc4HGduRkRqpUbIm14oSuIcjPhPwx5tZpIaZaSeDoV_vXTxbL0J_kdKVg4A,,,"Monday: 9 AM–5 PM, Tuesday: 9 AM–5 PM, Wednesday: 9 AM–5 PM, Thursday: 9 AM–5 PM, Friday: 9 AM–5 PM, Saturday: Closed, Sunday: Closed"
